project_id,project_name,days_remaining,project_manager,team_size,avg_velocity,completed_tasks,total_tasks,completion_rate,avg_utilization_pct,delayed_flag
860,Leverage Real-Time Eyeballs,26,Jennifer Allen,12,43.8,107,187,57.21925133689839,98,1
861,Transition E-Business E-Markets,12,Jacqueline Cohen,8,21.4,148,183,80.87431693989072,99,1
862,Transform Front-End Niches,13,Victoria Eaton,7,20.8,199,239,83.26359832635984,94,1
863,Monetize Distributed Networks,8,Stephanie Marks,7,46.0,81,157,51.59235668789809,96,1
864,Redefine Granular Users,50,Brian Contreras,3,47.2,27,67,40.298507462686565,81,1
865,Synergize Global E-Commerce,10,Bryan King II,14,31.6,38,98,38.775510204081634,92,1
866,Matrix Clicks-And-Mortar Markets,13,Evelyn Smith,11,37.0,162,167,97.0059880239521,90,0
867,E-Enable Leading-Edge Users,20,Trevor Hanson,11,40.2,161,192,83.85416666666666,92,1
868,Re-Intermediate Dynamic Users,42,Mitchell Davis,12,18.2,25,89,28.08988764044944,78,1
869,Implement User-Centric Models,37,Elizabeth Baker,4,19.4,52,99,52.52525252525253,78,1
870,Productize Frictionless Synergies,47,Cynthia Howell,5,20.2,77,107,71.96261682242991,69,0
871,Harness B2C Vortals,50,Bonnie Meyer,9,35.8,34,67,50.74626865671642,69,1
872,Repurpose Next-Generation Models,15,Kayla Coleman,10,16.0,70,159,44.0251572327044,96,1
873,Productize Front-End Web Services,31,Amy Lucas,14,43.4,30,59,50.847457627118644,98,1
874,Transition Customized Content,12,Cindy Stephens,8,51.0,91,125,72.8,71,0
875,Integrate Front-End Convergence,11,Victor Watson,10,45.6,57,124,45.96774193548387,65,1
876,Empower User-Centric Channels,13,Michael Grimes,12,21.6,40,92,43.47826086956522,91,1
877,Repurpose Mission-Critical Synergies,23,Christopher Simpson,8,51.0,182,233,78.11158798283262,93,1
878,Re-Contextualize Wireless Vortals,18,Craig Brown,12,37.8,86,129,66.66666666666666,86,1
879,Optimize Ubiquitous E-Commerce,24,Jeremy Davis,8,35.6,175,218,80.27522935779817,63,0
880,Streamline Mission-Critical Applications,53,Brian Alvarado,4,27.6,197,232,84.91379310344827,80,0
881,Generate Ubiquitous Channels,32,Jennifer Butler DDS,4,55.2,106,199,53.266331658291456,62,1
882,Target Extensible Relationships,53,Tina Pittman,4,37.2,72,118,61.016949152542374,96,1
883,Expedite Rich Vortals,12,Andrew Jackson,3,17.0,112,138,81.15942028985508,92,1
884,Re-Contextualize Plug-And-Play Web Services,52,Keith Lewis,3,47.0,113,169,66.86390532544378,97,1
885,Deploy Open-Source Web Services,17,Melissa Zimmerman,4,58.8,145,243,59.67078189300411,84,1
886,Disintermediate Proactive Systems,13,Bryan Gregory,10,24.4,190,257,73.92996108949417,62,0
887,Re-Intermediate Innovative Portals,26,Calvin Gibson,10,44.2,64,121,52.892561983471076,82,1
888,Transition Visionary Supply-Chains,56,Victoria Russell,7,37.4,152,163,93.25153374233128,79,0
889,Aggregate Virtual Bandwidth,42,Jesus Diaz,14,34.4,176,243,72.42798353909465,85,0
890,Harness Bricks-And-Clicks Applications,3,Jasmine Frye,13,36.2,100,103,97.0873786407767,82,1
891,Matrix Sticky Niches,36,Christopher Powers,11,58.4,180,186,96.7741935483871,90,0
892,Visualize Sticky Markets,31,Martin Murray,3,57.6,170,217,78.3410138248848,94,1
893,Envisioneer Rich E-Services,40,James Hays,7,41.0,87,138,63.04347826086957,65,1
894,Exploit Cross-Media Methodologies,9,Michael Phillips,10,56.4,174,251,69.32270916334662,61,1
895,Scale Open-Source Infrastructures,27,Angel Long,10,41.4,23,103,22.330097087378643,73,1
896,Synthesize Next-Generation Technologies,52,Sherry Williams,4,32.0,94,190,49.473684210526315,65,1
897,Synergize Cutting-Edge E-Services,40,Corey Stuart,14,28.0,105,123,85.36585365853658,80,0
898,Envisioneer 24/365 Relationships,19,Peggy Kim,3,11.8,46,56,82.14285714285714,83,0
899,Streamline Mission-Critical Metrics,29,Jordan Dunn,12,63.2,116,131,88.54961832061069,62,0
900,Incentivize Ubiquitous Methodologies,39,Kimberly Salazar,8,20.4,179,270,66.2962962962963,88,1
901,Maximize Intuitive Paradigms,44,Stacy Suarez,9,53.2,117,198,59.09090909090909,77,1
902,Innovate Granular Solutions,8,David Le,9,23.8,99,179,55.3072625698324,65,1
903,Syndicate Enterprise Partnerships,29,Stacey Price,9,53.0,112,158,70.88607594936708,69,0
904,Engineer Global Schemas,42,Ronald Hughes,14,36.0,35,116,30.17241379310345,74,1
905,Revolutionize Magnetic Interfaces,36,Brian Ortega,13,42.4,175,192,91.14583333333334,68,0
906,Engineer Cross-Media Paradigms,49,Julie Ross,11,32.8,34,112,30.357142857142854,96,1
907,Generate Rich Portals,49,David Johnson,10,48.8,80,166,48.19277108433735,69,1
908,Re-Contextualize Impactful Vortals,47,Anthony Cunningham,3,34.4,182,210,86.66666666666667,90,0
909,Deploy Bleeding-Edge Methodologies,19,Richard Payne,9,43.8,47,61,77.04918032786885,81,0
910,Cultivate Synergistic Vortals,8,Angel Mcdonald,4,33.8,35,118,29.66101694915254,83,1
911,Re-Intermediate Out-Of-The-Box Markets,3,John Tyler,6,59.8,144,167,86.22754491017965,72,1
912,Empower Best-Of-Breed Infrastructures,32,Jordan James,8,30.8,115,213,53.990610328638496,74,1
913,Re-Intermediate Best-Of-Breed Communities,14,Gregory King,12,49.6,95,116,81.89655172413794,85,0
914,Empower Revolutionary Schemas,45,Hector Jacobson MD,13,34.4,123,130,94.61538461538461,78,0
915,Re-Intermediate Holistic Web-Readiness,28,Becky Liu,8,47.2,82,122,67.21311475409836,86,1
916,E-Enable Wireless Paradigms,19,Eric Harris,12,45.6,29,42,69.04761904761905,93,1
917,E-Enable Open-Source Methodologies,57,Benjamin Moss,7,35.4,106,165,64.24242424242425,98,1
918,Leverage Customized E-Markets,23,Melissa Parker,5,24.4,171,265,64.52830188679245,85,1
919,Mesh Cross-Media Solutions,1,Tracey Huffman,11,28.0,61,86,70.93023255813954,61,1
920,Extend Clicks-And-Mortar Web-Readiness,58,Lisa Frank,14,26.0,71,148,47.97297297297297,62,1
921,Morph Scalable Relationships,12,Joshua Phillips,12,41.8,27,74,36.486486486486484,70,1
922,Innovate Best-Of-Breed Models,29,Joshua Garcia,3,35.8,121,186,65.05376344086021,64,1
923,Deliver Bleeding-Edge Networks,33,Kimberly Clark,13,50.4,21,64,32.8125,92,1
924,Enhance Out-Of-The-Box Content,18,Michael Castro,4,33.0,79,95,83.15789473684211,81,0
925,Seize Magnetic Vortals,31,Andrew Wolfe,14,48.4,163,187,87.16577540106952,78,0
926,Repurpose B2C Networks,34,Jared Murray,9,59.4,190,226,84.070796460177,97,1
927,Unleash Bleeding-Edge Infrastructures,26,Regina Watts,13,20.6,114,115,99.1304347826087,99,1
928,Unleash Best-Of-Breed Deliverables,9,William Osborne,14,21.6,178,230,77.39130434782608,87,0
929,Drive Back-End Action-Items,28,Rebecca Singleton,11,52.6,87,110,79.0909090909091,68,0
930,Deliver Back-End Users,49,Suzanne Garner,10,53.2,37,89,41.57303370786517,65,1
931,Envisioneer Rich E-Services,16,Kimberly Thomas,10,46.4,50,53,94.33962264150944,60,0
932,Evolve Bricks-And-Clicks Deliverables,47,Nancy Shaw,11,15.8,150,191,78.53403141361257,93,1
933,Engineer Ubiquitous Initiatives,17,Timothy Gonzalez,7,25.6,170,226,75.22123893805309,69,0
934,Disintermediate Impactful Relationships,51,Samuel Ellis,3,48.4,78,122,63.934426229508205,94,1
935,Revolutionize Bleeding-Edge Eyeballs,2,Cindy Wang,7,35.0,38,97,39.175257731958766,92,1
936,Architect Leading-Edge Partnerships,44,Luis Watson,8,56.8,45,61,73.77049180327869,61,0
937,Unleash Customized Communities,16,Rebecca Hall,8,53.2,199,282,70.56737588652481,75,0
938,Extend End-To-End Architectures,9,Anthony Phillips,8,39.4,28,56,50.0,77,1
939,Unleash Virtual E-Tailers,16,Casey Higgins,9,28.8,186,248,75.0,92,1
940,Deploy User-Centric Schemas,47,Christine Reynolds,9,25.8,166,179,92.73743016759776,62,0
941,Mesh Rich Applications,27,David Rodriguez,9,58.2,104,120,86.66666666666667,68,0
942,Architect 24/365 Paradigms,51,Christopher Harris,10,59.8,78,121,64.46280991735537,87,1
943,Deploy Back-End Markets,9,Cory Lambert,10,53.0,116,199,58.291457286432156,63,1
944,Whiteboard Granular Methodologies,40,Jason Brown,8,21.0,66,136,48.529411764705884,86,1
945,Target Ubiquitous Content,29,Heather Rodriguez,11,35.8,101,163,61.963190184049076,63,1
946,Transform Wireless Paradigms,2,Phillip Ruiz,9,54.0,140,182,76.92307692307693,92,1
947,Redefine End-To-End Partnerships,29,Susan Fernandez,13,42.2,188,234,80.34188034188034,81,0
948,Transition One-To-One Initiatives,37,Michael Johnson,5,30.6,65,131,49.61832061068702,63,1
949,Seize Synergistic Models,26,Deborah Franklin,11,38.6,31,111,27.927927927927925,72,1
950,Enable Frictionless Roi,57,Caitlin Williams,14,38.2,85,137,62.04379562043796,79,1
951,Deliver Cross-Platform Deliverables,12,Mark Huff,11,52.2,154,217,70.96774193548387,76,0
952,Engage Dot-Com E-Business,41,Lindsey Gould,3,36.6,48,142,33.80281690140845,83,1
953,Orchestrate Enterprise Eyeballs,24,Michaela Robinson,3,41.4,172,228,75.43859649122807,84,0
954,Enable Back-End Synergies,14,Michael Fisher,11,55.4,86,124,69.35483870967742,63,1
955,Aggregate B2B Schemas,53,William Barrett,5,44.0,101,141,71.63120567375887,60,0
956,Engage Dynamic Networks,39,Sandy Bauer,10,28.0,173,241,71.78423236514523,86,0
957,Architect Value-Added Infrastructures,30,Megan Mckenzie,6,29.0,168,171,98.24561403508771,97,1
958,Incentivize Revolutionary E-Commerce,58,David Smith,10,49.2,190,227,83.70044052863436,66,0
959,Cultivate Best-Of-Breed Vortals,11,Nancy Rodriguez,3,60.2,71,110,64.54545454545455,75,1
960,Incentivize Visionary Schemas,37,James Suarez,11,60.4,141,232,60.775862068965516,71,1
961,Morph Front-End Applications,40,Jennifer Wells,10,20.8,183,197,92.89340101522842,83,0
962,Strategize Cross-Platform Systems,58,Heather Welch,3,41.8,163,255,63.921568627450974,90,1
963,Extend Efficient E-Markets,38,Lori Wade,5,53.0,129,134,96.26865671641791,72,0
964,Exploit Magnetic Supply-Chains,20,Molly Brown,5,53.8,96,154,62.33766233766234,87,1
965,Benchmark Web-Enabled Deliverables,24,Angela Moreno,6,46.6,23,97,23.711340206185564,69,1
966,Transition 24/7 Supply-Chains,20,Michael Evans,6,52.4,133,205,64.8780487804878,66,1
967,Drive Innovative Portals,7,Katherine Bailey,9,32.0,118,166,71.08433734939759,99,1
968,Iterate Robust Info-Mediaries,44,Jose Wood,13,27.4,31,84,36.904761904761905,64,1
969,Whiteboard Bleeding-Edge Methodologies,8,Kimberly Neal,3,24.4,165,217,76.036866359447,89,0
970,Drive Customized E-Tailers,6,Meagan Ingram,14,21.0,28,105,26.666666666666668,92,1
971,Reinvent Customized E-Services,24,Carmen Roberts,13,60.0,86,160,53.75,88,1
972,Transition Impactful Paradigms,28,Lauren Johnson,6,47.0,178,211,84.36018957345972,99,1
973,Scale 24/7 Metrics,4,Mackenzie Meza,6,47.2,170,170,100.0,96,1
974,Enhance Collaborative Markets,24,Mr. Bryan Murray,6,49.6,157,235,66.80851063829788,87,1
975,Mesh Value-Added Initiatives,7,Gary Hernandez MD,7,42.6,151,167,90.41916167664671,87,0
976,Incubate End-To-End Relationships,51,Laura Miller,4,46.6,173,188,92.02127659574468,71,0
977,Productize Front-End Info-Mediaries,59,Lisa Brewer,5,54.4,125,210,59.523809523809526,85,1
978,Morph Vertical Channels,31,David Harris,11,31.8,136,156,87.17948717948718,89,0
979,Aggregate Interactive Portals,44,Joseph Phillips,11,52.2,153,207,73.91304347826086,90,0
980,Scale End-To-End Networks,50,Jose Lopez,13,50.8,193,213,90.61032863849765,89,0
981,Redefine Compelling Platforms,19,Allison Peterson,14,37.4,36,101,35.64356435643564,83,1
982,Drive Plug-And-Play Functionalities,39,Jessica Cohen DDS,4,44.0,56,150,37.333333333333336,79,1
983,Morph Collaborative Roi,52,Matthew White,12,48.6,114,157,72.61146496815286,63,0
984,Morph Plug-And-Play Content,22,Emily Waters,11,36.0,159,241,65.97510373443983,90,1
985,Facilitate Clicks-And-Mortar Platforms,35,Gregory Ali,9,58.6,119,141,84.39716312056737,73,0
986,Revolutionize Innovative Eyeballs,2,Glenda Adams,9,28.8,105,112,93.75,87,1
987,Orchestrate Cross-Media Communities,7,Kelly Turner,12,39.0,109,171,63.74269005847953,63,1
988,Optimize Innovative Markets,6,Curtis Rodriguez,12,32.4,149,149,100.0,88,0
989,Maximize Vertical Platforms,36,Amanda Jackson,8,45.4,105,180,58.333333333333336,85,1
990,Innovate Dot-Com Niches,35,Gordon Drake,6,47.0,169,188,89.8936170212766,74,0
991,Disintermediate Rich Vortals,8,Kathy Moore,13,38.6,164,170,96.47058823529412,71,0
992,Incentivize Leading-Edge E-Tailers,14,Brian Wiley,11,52.4,109,109,100.0,94,1
993,Deliver Cutting-Edge Bandwidth,49,Omar King,9,22.2,101,187,54.01069518716578,77,1
994,Exploit Open-Source Roi,26,Tammy Doyle,11,50.6,186,236,78.8135593220339,72,0
995,Seize Holistic Deliverables,43,Leon Adams,4,43.0,20,74,27.027027027027028,84,1
996,Syndicate Intuitive Roi,35,Brett Johnson,8,39.0,190,272,69.85294117647058,68,1
997,Transition Plug-And-Play Technologies,18,Kevin Brown,14,36.0,113,131,86.25954198473282,80,0
998,Unleash Viral Deliverables,37,Jeanne Taylor,3,55.6,126,206,61.165048543689316,74,1
999,Integrate Extensible Eyeballs,52,Brian Moses,5,39.0,119,171,69.5906432748538,62,1
1000,Target Wireless Schemas,19,Thomas Jones,10,31.2,88,122,72.1311475409836,99,1
